Wavelength,Scattering Efficiency
5.0,2.1895860980183595
3.333333333333333,2.1694368145730873
2.4999999999999996,2.165915107367367
1.9999999999999996,2.1762020501605965
1.6666666666666665,2.1896691749254176
1.4285714285714282,2.2061638144616236
1.2499999999999996,2.2328108538910927
1.111111111111111,2.264160223344378
0.9999999999999998,2.297361198154929
0.9090909090909088,2.3305638337118917
0.833333333333333,2.3603797903251302
0.769230769230769,2.3805882846237485
0.7142857142857141,2.3808062963911554
0.6666666666666665,2.3486072984492696
0.6249999999999999,2.276571992575095
0.588235294117647,2.162870408755782
0.5555555555555554,2.0260436114281712
0.5263157894736841,1.8779176495591536
0.4999999999999998,1.7262544093343584
0.47619047619047605,1.5994290720185775
0.4545454545454543,1.527152018598352
0.43478260869565205,1.5044588142821076
0.4166666666666665,1.5042758431688368
0.39999999999999986,1.5029102576867857
0.38461538461538447,1.4912180640205916
0.37037037037037024,1.4732578838240433
0.357142857142857,1.456733929869655
0.3448275862068964,1.446119762063522
0.33333333333333326,1.4420678356041865
0.3225806451612902,1.4433346166040877
0.3124999999999999,1.448249882914986
0.3030303030303029,1.4552996532373361
0.29411764705882343,1.463242461257095
0.2857142857142856,1.4710810313580078
0.2777777777777777,1.4780175764076517
0.2702702702702702,1.4834219537466258
0.263157894736842,1.486809151474499
0.25641025641025633,1.4878181971103848
