Wavelength,Extinction Efficiency
5.0,0.011748500945601127
3.333333333333333,0.01850723246965291
2.4999999999999996,0.029259569530562683
1.9999999999999996,0.049327809863724856
1.6666666666666665,0.09168634257733509
1.4285714285714282,0.16587730520356206
1.2499999999999996,0.2851066591701961
1.111111111111111,0.4807492586698519
0.9999999999999998,0.7901258682903639
0.9090909090909088,1.255648419498146
0.833333333333333,1.9089686357216897
0.769230769230769,2.7296811027130476
0.7142857142857141,3.5925672217479803
0.6666666666666665,4.274958851950851
0.6249999999999999,4.588215508213492
0.588235294117647,4.5262615930884555
0.5555555555555554,4.270051672870588
0.5263157894736841,4.034812878939298
0.4999999999999998,3.7713224503018083
0.47619047619047605,3.448115720132379
0.4545454545454543,3.2614240253254487
0.43478260869565205,3.2155880177694725
0.4166666666666665,3.2295002050502535
0.39999999999999986,3.2476382600418066
0.38461538461538447,3.2402314854855923
0.37037037037037024,3.2097728224048105
0.357142857142857,3.176626503067436
0.3448275862068964,3.1526470332030474
0.33333333333333326,3.137561263837751
0.3225806451612902,3.1274326749598096
0.3124999999999999,3.1200491235442236
0.3030303030303029,3.115572409820232
0.29411764705882343,3.1152456445334673
0.2857142857142856,3.1199364258121873
0.2777777777777777,3.129003462449174
0.2702702702702702,3.1396760618466897
0.263157894736842,3.1472958663057113
0.25641025641025633,3.1466142621913886
