Wavelength,Scattering Efficiency
5.0,5.419060196657813e-06
3.333333333333333,2.779390908213111e-05
2.4999999999999996,8.899442427887028e-05
1.9999999999999996,0.0002211643501828844
1.6666666666666665,0.00046900038384840815
1.4285714285714282,0.0008919074504987342
1.2499999999999996,0.001570978980394914
1.111111111111111,0.0026171503683345074
0.9999999999999998,0.004181812972396345
0.9090909090909088,0.006479243844376192
0.833333333333333,0.009824001948630269
0.769230769230769,0.014699033244631692
0.7142857142857141,0.021885698435751694
0.6666666666666665,0.032718763491915694
0.6249999999999999,0.04956625384291434
0.588235294117647,0.07642975225421576
0.5555555555555554,0.11713759475087807
0.5263157894736841,0.15844104287173588
0.4999999999999998,0.15590178988972941
0.47619047619047605,0.12422894488725592
0.4545454545454543,0.11027813953433001
0.43478260869565205,0.11809657591307757
0.4166666666666665,0.13927275283407198
0.39999999999999986,0.16464287355851712
0.38461538461538447,0.1863232386070214
0.37037037037037024,0.20291200305086934
0.357142857142857,0.21938016296056076
0.3448275862068964,0.2410974972475912
0.33333333333333326,0.27088896141283003
0.3225806451612902,0.3096382866493847
0.3124999999999999,0.3572796144618188
0.3030303030303029,0.41319471585510514
0.29411764705882343,0.47618713927760775
0.2857142857142856,0.5442753229058667
0.2777777777777777,0.614465538860334
0.2702702702702702,0.6826492273665198
0.263157894736842,0.7437790876486727
0.25641025641025633,0.7924374529721571
