Wavelength,Extinction Efficiency
5.0,0.08716803855263275
3.333333333333333,0.3990757419582386
2.4999999999999996,1.201454714032046
1.9999999999999996,2.259553057679644
1.6666666666666665,2.749829085598717
1.4285714285714282,2.6732144765306773
1.2499999999999996,2.5436719614103587
1.111111111111111,2.629483418931929
0.9999999999999998,2.859784530571542
0.9090909090909088,2.970599737568939
0.833333333333333,2.9430291425949267
0.769230769230769,2.977474680933887
0.7142857142857141,3.1840642149989877
0.6666666666666665,3.3626555285610955
0.6249999999999999,3.3775707793250556
0.588235294117647,3.466732901692247
0.5555555555555554,3.5955270927752125
0.5263157894736841,3.446621163799441
0.4999999999999998,3.230246825264562
0.47619047619047605,3.0327682079182328
0.4545454545454543,2.9175996402584046
0.43478260869565205,2.868711863072561
0.4166666666666665,2.8474355044778754
0.39999999999999986,2.829459054023249
0.38461538461538447,2.8047912705289444
0.37037037037037024,2.77433794314138
0.357142857142857,2.744644202508226
0.3448275862068964,2.720622839173939
0.33333333333333326,2.703555834801864
0.3225806451612902,2.6927708457913626
0.3124999999999999,2.686649205185764
0.3030303030303029,2.6832729938534188
0.29411764705882343,2.6813789387523492
0.2857142857142856,2.680503635053623
0.2777777777777777,2.679838442690642
0.2702702702702702,2.677667137047946
0.263157894736842,2.672501098725116
0.25641025641025633,2.6637375725333077
