Wavelength,Extinction Efficiency
5.0,2.411400976383905
3.333333333333333,2.3374474535994634
2.4999999999999996,2.333046908900093
1.9999999999999996,2.3824073469297935
1.6666666666666665,2.387939172085993
1.4285714285714282,2.3971370624363844
1.2499999999999996,2.435450633734782
1.111111111111111,2.4707834860608644
0.9999999999999998,2.504497835033353
0.9090909090909088,2.56019395259127
0.833333333333333,2.626431357011439
0.769230769230769,2.685746917067663
0.7142857142857141,2.7476841875609077
0.6666666666666665,2.818764561112087
0.6249999999999999,2.8766708635557108
0.588235294117647,2.887926382761092
0.5555555555555554,2.8300488519626636
0.5263157894736841,2.713988997819622
0.4999999999999998,2.5909705857427183
0.47619047619047605,2.5034186925274087
0.4545454545454543,2.4560740449380445
0.43478260869565205,2.4346641490083054
0.4166666666666665,2.424132758198305
0.39999999999999986,2.4137914115056485
0.38461538461538447,2.3991689842860056
0.37037037037037024,2.382354357354961
0.357142857142857,2.3670937118285216
0.3448275862068964,2.355139855941178
0.33333333333333326,2.346443370422076
0.3225806451612902,2.340308759186154
0.3124999999999999,2.33598143688147
0.3030303030303029,2.3327818122638764
0.29411764705882343,2.3300936562094408
0.2857142857142856,2.327337993306846
0.2777777777777777,2.3239787561621608
0.2702702702702702,2.319558839585982
0.263157894736842,2.3137449150379803
0.25641025641025633,2.306364989765513
