Wavelength,Scattering Efficiency
5.0,6.690197773651623e-08
3.333333333333333,3.4127330016681334e-07
2.4999999999999996,1.0893783807904336e-06
1.9999999999999996,2.6968323212009874e-06
1.6666666666666665,5.691422250573445e-06
1.4285714285714282,1.0760073688986938e-05
1.2499999999999996,1.8882056711573215e-05
1.111111111111111,3.122790883386655e-05
0.9999999999999998,4.947161422487214e-05
0.9090909090909088,7.58818149012683e-05
0.833333333333333,0.0001136930345175441
0.769230769230769,0.00016772060426076474
0.7142857142857141,0.00024550668639069427
0.6666666666666665,0.0003595030770328996
0.6249999999999999,0.0005310495469869243
0.588235294117647,0.0007953187222128012
0.5555555555555554,0.0011890802112738985
0.5263157894736841,0.0016252882554685542
0.4999999999999998,0.0017087679768373473
0.47619047619047605,0.0014345080331848088
0.4545454545454543,0.0012833437997348532
0.43478260869565205,0.0013605461823100419
0.4166666666666665,0.0015904767145009783
0.39999999999999986,0.0018819378725655938
0.38461538461538447,0.0021518216274939712
0.37037037037037024,0.0023733623431875205
0.357142857142857,0.0025894085543255495
0.3448275862068964,0.0028593083794938847
0.33333333333333326,0.0032217797631393253
0.3225806451612902,0.0036968858910660734
0.3124999999999999,0.004297402111222755
0.3030303030303029,0.005035453686735203
0.29411764705882343,0.00592452225898635
0.2857142857142856,0.00697877775110086
0.2777777777777777,0.008210467669240069
0.2702702702702702,0.009625096511024459
0.263157894736842,0.011213669059645525
0.25641025641025633,0.012941469795057317
