Wavelength,Absorption Efficiency
5.0,0.025103776188338145
3.333333333333333,0.030445558417731
2.4999999999999996,0.03197632351469659
1.9999999999999996,0.031372690531816794
1.6666666666666665,0.03628862383065945
1.4285714285714282,0.041512150624766875
1.2499999999999996,0.04137494536683217
1.111111111111111,0.04314487853777571
0.9999999999999998,0.04817747888045387
0.9090909090909088,0.05686753142944667
0.833333333333333,0.07035348316138101
0.769230769230769,0.09055968005088744
0.7142857142857141,0.1200691540391925
0.6666666666666665,0.16193639770119983
0.6249999999999999,0.2178498234752415
0.588235294117647,0.27952185208216784
0.5555555555555554,0.3457610640680455
0.5263157894736841,0.4286329405701941
0.4999999999999998,0.5336557077225295
0.47619047619047605,0.6315144579868992
0.4545454545454543,0.6883029229843458
0.43478260869565205,0.7035859221189935
0.4166666666666665,0.699151504138003
0.39999999999999986,0.6949476651309494
0.38461538461538447,0.699220482490136
0.37037037037037024,0.7093410513694043
0.357142857142857,0.719041937241981
0.3448275862068964,0.7243064766952272
0.33333333333333326,0.7243081407526826
0.3225806451612902,0.7199344943425185
0.3124999999999999,0.7125088781109798
0.3030303030303029,0.7032445393260882
0.29411764705882343,0.6931243272628351
0.2857142857142856,0.6829285834633876
0.2777777777777777,0.6732895742240772
0.2702702702702702,0.6647361014909452
0.263157894736842,0.6577224696964452
0.25641025641025633,0.652644018630407
