Wavelength,Extinction Efficiency
5.0,2.2146898742066976
3.333333333333333,2.1998823729908183
2.4999999999999996,2.1978914308820636
1.9999999999999996,2.2075747406924133
1.6666666666666665,2.225957798756077
1.4285714285714282,2.2476759650863904
1.2499999999999996,2.274185799257925
1.111111111111111,2.3073051018821538
0.9999999999999998,2.3455386770353828
0.9090909090909088,2.3874313651413384
0.833333333333333,2.4307332734865112
0.769230769230769,2.471147964674636
0.7142857142857141,2.500875450430348
0.6666666666666665,2.5105436961504695
0.6249999999999999,2.4944218160503366
0.588235294117647,2.44239226083795
0.5555555555555554,2.3718046754962168
0.5263157894736841,2.3065505901293477
0.4999999999999998,2.259910117056888
0.47619047619047605,2.2309435300054767
0.4545454545454543,2.215454941582698
0.43478260869565205,2.208044736401101
0.4166666666666665,2.2034273473068398
0.39999999999999986,2.197857922817735
0.38461538461538447,2.1904385465107277
0.37037037037037024,2.1825989351934476
0.357142857142857,2.175775867111636
0.3448275862068964,2.170426238758749
0.33333333333333326,2.166375976356869
0.3225806451612902,2.1632691109466062
0.3124999999999999,2.1607587610259658
0.3030303030303029,2.1585441925634243
0.29411764705882343,2.15636678851993
0.2857142857142856,2.1540096148213954
0.2777777777777777,2.151307150631729
0.2702702702702702,2.148158055237571
0.263157894736842,2.144531621170944
0.25641025641025633,2.1404622157407918
