Wavelength,Absorption Efficiency
3.141592653589795,0.020227756753839456
2.938176419105681,0.020698483830313297
2.7595004264781573,0.020964120507246525
2.6013099147936845,0.02098688545622173
2.460272856656799,0.020766019866067912
2.33374268037276,0.020333173302673365
2.2195906289838887,0.019750449519660845
2.1160850246560066,0.019085638454526196
2.0218028093325544,0.018388872451322487
1.9355637245491477,0.01769938521046263
1.856380647300543,0.017044657726035986
1.7834216372319567,0.016422963329621728
1.7159805950648304,0.015820478388988694
1.6534543358464473,0.015238781773686457
1.5953244983595058,0.01469045298922561
1.541143140951902,0.014194983652030585
1.4905211761712076,0.013781474258286706
1.443119012238049,0.013462381841589157
1.3986389252211473,0.013218606389826006
1.3568187996710446,0.013016708779723109
1.3174269596040864,0.012814635024184009
1.2802578744993052,0.01257736625050836
1.2451285722403735,0.01227294645594542
1.2118756268427588,0.011874082160896688
1.180352616307876,0.011366025460078017
1.150427967172645,0.010728986528207963
1.1219831188259364,0.009956726335675414
1.0949109535826396,0.009037782258875181
1.0691144486859272,0.007966233818000074
1.0445055144792306,0.0067346409920487705
1.0210039894260037,0.00533290636218183
0.9985367678171982,0.003751066552999598
0.9770370401679408,0.0019700820233649933
0.9564436296770334,-3.457223771280358e-05
0.9367004108685613,-0.0022903134762855934
0.9177557987807673,-0.004838890903676829
0.8995622989125435,-0.007731135646097778
0.8820761096602534,-0.011028191076797825
0.8652567702387262,-0.014805938457109195
0.8490668481290018,-0.01915591386477523
0.8334716609707935,-0.024190421134166324
0.8184390285509086,-0.03004348635121251
0.8039390511552388,-0.036878326890441675
0.7899439110717226,-0.04489757107007824
0.7764276944714283,-0.054346869481710205
0.7633662312680835,-0.06553008038786075
0.7507369508739737,-0.0788285197512181
0.738518752041229,-0.09471985969362212
0.7266918852095167,-0.11380763303486884
0.715237845980277,-0.1368624656011761
0.7041392785089141,-0.16487402335620277
0.6933798877541117,-0.19912146633106076
0.6829443596511554,-0.24127001949271698
0.6728182883868363,-0.29349800884516003
0.6629881100496318,-0.3586622639610242
0.6534410420125352,-0.44050962358787504
0.6441650274788828,-0.5439299287945613
0.635148684685315,-0.6752151217736643
0.6263812603118706,-0.8422208693329725
0.6178525866982306,-1.0541846742065177
0.6095530425082186,-1.3206862803813784
0.6014735165226142,-1.6488528643076337
0.5936053742738201,-2.0377113581624915
0.5859404272655159,-2.4695663857518038
0.5784709045466222,-2.9020747840137164
0.5711894264321359,-3.270578255002821
0.5640889801840189,-3.50956087779065
0.5571628974836802,-3.584748777198954
0.5504048335439313,-3.5091651611326116
0.5438087477228833,-3.329391539266438
0.5373688855152838,-3.09854571409638
0.5310797618084434,-2.8578888745827298
0.524936145300353,-2.632286567009238
0.5189330439869541,-2.433419335451362
0.5130656916339448,-2.2646295109102614
0.5073295351560699,-2.124750050942357
0.5017202228336598,-2.0105205819245073
0.49623359330232714,-1.917960669308854
0.49086566525727665,-1.8431232166802822
0.4856126278186956,-1.7825054360379375
0.4804708315092283,-1.7332530874656409
0.4754367797986405,-1.6932130906760157
0.47050712117451093,-1.660869178029715
0.4656786417011572,-1.6352059022090992
0.46094825803208506,-1.6155534294908178
0.45631301084403175,-1.601451719556057
0.45177005866322617,-1.5925462842316702
0.4473166720567993,-1.5885095619154557
0.44295022816439533,-1.5889823909579668
0.4386682055469618,-1.5935388075847383
0.4344681793314609,-1.6016763195878951
0.4303478166318583,-1.6128208061377263
0.4263048722282177,-1.6263289741220326
0.4223371844870899,-1.6414871299551292
0.4184426715076164,-1.6575280204652552
0.41461932747891517,-1.673683450528299
0.41086521923535396,-1.689252495341574
0.4071784829972837,-1.703638768235414
0.4035573212856854,-1.716342293823187
0.4,-1.7269558804223433
