Wavelength,Scattering Efficiency
3.141592653589795,-0.03541420117966455
2.938176419105681,-0.03588040396891296
2.7595004264781573,-0.035991943415243206
2.6013099147936845,-0.03587683516311139
2.460272856656799,-0.035616272957440145
2.33374268037276,-0.03522045175299739
2.2195906289838887,-0.03468841393893547
2.1160850246560066,-0.034089919831195324
2.0218028093325544,-0.03351001737320611
1.9355637245491477,-0.032977825012528064
1.856380647300543,-0.0324959467331091
1.7834216372319567,-0.032067924453377285
1.7159805950648304,-0.031703079531606136
1.6534543358464473,-0.031411395937957116
1.5953244983595058,-0.03118502837356919
1.541143140951902,-0.03100412670621551
1.4905211761712076,-0.030857706952187453
1.443119012238049,-0.03073523600691566
1.3986389252211473,-0.030615666435689852
1.3568187996710446,-0.030473767581684987
1.3174269596040864,-0.030284193646101663
1.2802578744993052,-0.030028651206523975
1.2451285722403735,-0.029689107086654766
1.2118756268427588,-0.02924358598670933
1.180352616307876,-0.02867578023187839
1.150427967172645,-0.02797015933506161
1.1219831188259364,-0.0271284130565372
1.0949109535826396,-0.026149836564785284
1.0691144486859272,-0.02503668007356683
1.0445055144792306,-0.023788633133227512
1.0210039894260037,-0.02240474381213332
0.9985367678171982,-0.020890235902745424
0.9770370401679408,-0.019239838087392092
0.9564436296770334,-0.0174442815779807
0.9367004108685613,-0.015494472854477387
0.9177557987807673,-0.013366413472173056
0.8995622989125435,-0.011037277484142556
0.8820761096602534,-0.00847621199519041
0.8652567702387262,-0.005645606531900237
0.8490668481290018,-0.0025001815831438706
0.8334716609707935,0.0010129242868763553
0.8184390285509086,0.0049534200729416085
0.8039390511552388,0.009389911262307513
0.7899439110717226,0.014407528321987611
0.7764276944714283,0.020105296882888393
0.7633662312680835,0.026599232050599785
0.7507369508739737,0.034030613280184675
0.738518752041229,0.04257076112858932
0.7266918852095167,0.05242839890724489
0.715237845980277,0.06386212063488987
0.7041392785089141,0.07719431936221217
0.6933798877541117,0.09282879317122057
0.6829443596511554,0.1112759293861586
0.6728182883868363,0.13318405260854765
0.6629881100496318,0.1593743685688637
0.6534410420125352,0.1908809951597963
0.6441650274788828,0.22899295561978542
0.635148684685315,0.2752803579823229
0.6263812603118706,0.33156358795583074
0.6178525866982306,0.399744191510806
0.6095530425082186,0.48135311776840706
0.6014735165226142,0.5766014780150825
0.5936053742738201,0.6827449973689982
0.5859404272655159,0.7919881654532527
0.5784709045466222,0.8902683354457104
0.5711894264321359,0.9595242700191895
0.5640889801840189,0.9848581536004775
0.5571628974836802,0.9626939224144143
0.5504048335439313,0.9025659615914949
0.5438087477228833,0.8209055119971601
0.5373688855152838,0.7330825087355824
0.5310797618084434,0.6493062320080393
0.524936145300353,0.574569133259322
0.5189330439869541,0.510299331866367
0.5130656916339448,0.4560238040376709
0.5073295351560699,0.41049564538092753
0.5017202228336598,0.3723219402197378
0.49623359330232714,0.34026351645808933
0.49086566525727665,0.31334530479235106
0.4856126278186956,0.2908611642540347
0.4804708315092283,0.27232275648993093
0.4754367797986405,0.25738735147559944
0.47050712117451093,0.24579093326265825
0.4656786417011572,0.2373015427890901
0.46094825803208506,0.23169458582098829
0.45631301084403175,0.22874321652540708
0.45177005866322617,0.22821599452565935
0.4473166720567993,0.22987708946601448
0.44295022816439533,0.23348633552658288
0.4386682055469618,0.23879686948734488
0.4344681793314609,0.24555018578473184
0.4303478166318583,0.25347247146226043
0.4263048722282177,0.26227712442815476
0.4223371844870899,0.2716729740754947
0.4184426715076164,0.2813714067060113
0.41461932747891517,0.29108760012951757
0.41086521923535396,0.30054160759673076
0.4071784829972837,0.3094712691757867
0.4035573212856854,0.3176598699207931
0.4,0.3249647073110098
