Wavelength,Absorption Efficiency
1.0,-0.06365775884060675
0.8636363636363636,-0.11265480851542568
0.7599999999999999,-0.21572249444223943
0.6785714285714286,-0.38828059731551456
0.6129032258064516,-0.6799058161887502
0.5588235294117647,-1.3100726709187427
0.5135135135135136,-1.8322855266032496
0.47500000000000003,-1.854035412850899
0.4418604651162791,-1.8131071716209517
0.41304347826086957,-1.7901399849840827
0.3877551020408163,-1.760835925118048
0.3653846153846154,-1.7098165034713424
0.3454545454545455,-1.6531245637843084
0.32758620689655177,-1.5996742645209956
0.3114754098360656,-1.555824061153753
0.296875,-1.5275269115467285
0.2835820895522388,-1.5152491149104195
0.2714285714285714,-1.51051884999875
0.2602739726027397,-1.5007163549874816
0.25,-1.4780298330523356
