Wavelength,Absorption Efficiency
3.1415926535897927,0.0392219795102051
3.0195890553921303,0.0390867517387811
2.906707221545696,0.038595836127319
2.801961015363869,0.0378060327874687
2.704501501785995,0.0369017873843494
2.613593888280584,0.0360821020546265
2.528598965084467,0.0354685104363031
2.4489580527983423,0.0350845756726137
2.374180707674729,0.034888259792134
2.3038346126325147,0.0348143166881587
2.237537213707838,0.0348011319350806
2.174948760177549,0.034805404816038
2.115766480989044,0.034814673440818
2.059719686790659,0.0348529133747974
2.006565630357352,0.0349717939626013
1.9560859918577955,0.035232359714372
1.9080838816281565,0.0356870048998543
1.8623812736849672,0.0363656199068138
1.818816799446722,0.037266574274107
1.7772438440307972,0.0383544611199661
1.737528897795472,0.0395670368382418
1.6995501240731663,0.0408306838785053
1.663196110724008,0.0420767585415977
1.6283647785622488,0.0432494911835725
1.5949624241302025,0.0443058802695241
1.5629028779165302,0.0452162031722835
1.5321067620955149,0.0459688066346175
1.502500834325553,0.0465733116359687
1.4740174061866802,0.0470551133928633
1.4465938265366955,0.0474414880065464
1.420172021485797,0.0477474630587124
1.3946980838806704,0.047970790514164
1.3701219061911432,0.0480989260004867
1.3463968515384823,0.0481226982501316
1.3234794583208065,0.0480484910201528
1.3013291744995377,0.047903842694063
1.279908118129175,0.0477354082496363
1.2591808611554232,0.0476004186562784
1.239114233886014,0.0475540998994243
1.2196771478642725,0.0476365289569164
1.200840435155944,0.0478624630057524
1.1825767023018612,0.0482170595494877
1.1648601973984625,0.0486596585392226
1.1476666889497769,0.0491361970376167
1.1309733552923256,0.049597563500598
1.114758683531862,0.0500174584354501
1.0990023770508464,0.0504022667759782
1.083685270750486,0.0507891047306914
1.0687892532831254,0.0512341660321364
1.05429719561149,0.0517968354278254
1.040192885302306,0.0525241995592451
1.0264609660243875,0.0534385484401369
1.013086881776513,0.0545300191996633
1.000056825419259,0.0557572135087881
0.9873576911282206,0.0570581528136813
0.9749770304244186,0.058370598190376
0.962903011471794,0.0596552993780971
0.9511243813620474,0.0609123645940144
0.9396304311341072,0.0621836383471044
0.9284109632996702,0.0635408612866244
0.9174562616678156,0.065064633939862
0.906757063281019,0.0668203284429474
0.8963045322921888,0.0688364014002454
0.8860902356278904,0.0710906681409789
0.8761061202968717,0.0735110213396762
0.8663444922155696,0.0759958290331744
0.8567979964335799,0.0784518022108109
0.8474595986522876,0.0808352960033411
0.8383225679390554,0.0831773488358035
0.8293804605477053,0.0855807400348028
0.8206271047635606,0.0881919311549614
0.812056586698145,0.0911593966886109
0.8036632369648308,0.0945897449072503
0.7954416181723517,0.0985107734993546
0.7873865131782013,0.1028526542590638
0.7794929140485952,0.1074633299825402
0.7717560116759045,0.112169321312853
0.764171186008328,0.1168678111645248
0.7567339968500961,0.1216056418387106
0.7494401751937098,0.1265982539767061
0.7422856150486623,0.1321707564743915
0.7352663657337813,0.1386330033629396
0.7283786246027858,0.1461152156770213
0.7216187301749176,0.1544139721624047
0.7149831556445736,0.1629487580536627
0.708468502745762,0.1709468209585602
0.7020714959489606,0.1778387566379158
0.6957889769695514,0.1836141030883502
0.6896178995684912,0.188870128826641
0.6835553246272297,0.194563811274591
0.6775984154801514,0.2016734981250749
0.6717444334889623,0.2108961389398959
0.6659907338445171,0.2223744939780527
0.660334761582568,0.2354978694257899
0.65477404780082,0.249012937388502
0.6493062060655314,0.2616632312929718
0.6439289289966657,0.2730516350057251
0.6386399850213338,0.2839979960673844
0.6334372152859257,0.2961133352311275
0.6283185307179586,0.3109404200879767
