Wavelength,Absorption Efficiency
1.0,-0.05437600831026222
0.8636363636363636,-0.09505328361549685
0.7599999999999999,-0.1950773983233754
0.6785714285714286,-0.4774391024911197
0.6129032258064516,-1.48465524161509
0.5588235294117647,-4.562153748190471
0.5135135135135136,-6.2707554366885025
0.47500000000000003,-5.675494702461308
0.4418604651162791,-5.283095976147335
0.41304347826086957,-5.390356888656859
0.3877551020408163,-5.437262175397529
0.3653846153846154,-5.2763118126963136
0.3454545454545455,-5.088946300155601
0.32758620689655177,-4.9358612299692375
0.3114754098360656,-4.799691594417608
0.296875,-4.674269231099622
0.2835820895522388,-4.556863245758931
0.2714285714285714,-4.421606782877057
0.2602739726027397,-4.229388071476627
0.25,-3.966825758721109
