Wavelength,Scattering Efficiency
1.0,-0.004029105401760114
0.8636363636363636,-0.002654780986917728
0.7599999999999999,-0.0005775157590457847
0.6785714285714286,0.004245900295487405
0.6129032258064516,0.017955790609308207
0.5588235294117647,0.0626455266214855
0.5135135135135136,0.08912452441458413
0.47500000000000003,0.057872268976924074
0.4418604651162791,0.04584149695513097
0.41304347826086957,0.05191822313311515
0.3877551020408163,0.06142445128484315
0.3653846153846154,0.06706729937944023
0.3454545454545455,0.07315174199081492
0.32758620689655177,0.08430563203996158
0.3114754098360656,0.10183166532451741
0.296875,0.1259283720558119
0.2835820895522388,0.15647418416384723
0.2714285714285714,0.19249253323880924
0.2602739726027397,0.23121522058208893
0.25,0.2678102200558067
