Wavelength,Scattering Efficiency
1.0,0.014637283594787128
0.8636363636363636,0.033366246872441135
0.7599999999999999,0.06425082828702945
0.6785714285714286,0.12028590899712471
0.6129032258064516,0.22037165357235633
0.5588235294117647,0.4072758146709513
0.5135135135135136,0.6269259218615624
0.47500000000000003,0.5942843054582246
0.4418604651162791,0.5920671208691993
0.41304347826086957,0.7147910943404606
0.3877551020408163,0.8300410346722163
0.3653846153846154,0.8989266048177771
0.3454545454545455,0.9737461943229735
0.32758620689655177,1.0846733433254176
0.3114754098360656,1.2199009200330158
0.296875,1.3626127102799375
0.2835820895522388,1.5058933770207594
0.2714285714285714,1.6484991270269151
0.2602739726027397,1.7846686809615895
0.25,1.8958269993312158
